"HospitalName" "Address" "District" "Phone" "Update_DtTm" "Normal_Bed_Total" "Normal_Bed_Vacant" "O2_Bed_Total" "O2_Bed_Vacant" "ICU_Bed_Total" "ICU_Bed_Vacant" "All_Bed_Total" "All_Bed_Vacant" "importDate"
"CHO - Government Tiruvannamalai Medical College Hospital" "GOVT.THIRUVANNAMALAI MEDICAL COLLEGE & HOSPITAL, NEAR COLLECTOR OFFICE ,VENGIKKAL (VP),THIRUVANNAMALAI-606604,GOVT.THIRUVANNAMALAI MEDICAL COLLEGE & HOSPITAL,VENGIKKAL,Tiruvannamalai" "Tiruvannamalai" "7708184775 (8-3)" "Last Updated on: 24/05/2021 12:21 AM" 100 0 410 0 140 0 650 0 "2021-05-24"
"CHC - Government hospital polur" "Government hospital polur,Athimoor road,Polur" "Tiruvannamalai" "9443474128" "Last Updated on: 24/05/2021 04:38 PM" 50 50 0 0 0 0 50 50 "2021-05-24"
" CHO - INDIRA SUPER SPECIALITY HOSPITAL " "NO,320/3A1 CHITTOOR MAIN ROAD,,NO,320/3A1 CHITTOOR MAIN ROAD,,GANDHI NAGAR,Katpadi" "Tiruvannamalai" "9842324425 (9.00 AM TO 9.00 PM)" "Last Updated on: 09/05/2021 09:32 AM" 6 0 24 0 0 0 30 0 "2021-05-24"
"CCC - KALASAPAKKAM GH" "Eswaran koil back side,Kalasapakkam" "Tiruvannamalai" "9944448771" "Last Updated on: 24/05/2021 04:03 PM" 10 10 0 0 0 0 10 10 "2021-05-24"
" CCC - Navalpakkam" "Navalpakkam.block phc,Cheyyar" "Tiruvannamalai" "824851145504182290535" "Last Updated on: 24/05/2021 03:45 PM" 10 10 0 0 0 0 10 10 "2021-05-24"
"CCC - Peranamallur UG PHC" "" "Tiruvannamalai" "9585739937" "Last Updated on: 24/05/2021 09:10 AM" 22 22 0 0 0 0 22 22 "2021-05-24"
"CHC - Ramana Maharishi Rangammal Hospital, Athiyandal, Tiruvannamalai." "SHIVA NAGAR ATHIYANDAL VILLAGE, TIRUVANNAMALAI TALUK, TIRUVANNAMALAI DISTRICT,ATHIYANDAL VILLAGE,Athiyandal,Tiruvannamalai" "Tiruvannamalai" "8754548810" "Last Updated on: 24/05/2021 04:54 PM" 50 0 75 0 25 0 150 0 "2021-05-24"
"CCC - SKP SPECIAL QUARANTINE" "SKP engineering college,606611,Chinnakangeyanur,Tiruvannamalai" "Tiruvannamalai" "6380514288" "Last Updated on: 24/05/2021 09:29 AM" 224 21 0 0 0 0 224 21 "2021-05-24"
"CCC - ST THOMAS HOSPITAL CCC" "ST THOMAS GERMAN  HOSPITAL, Chetpet , Tiruvannamalai,CHETPET" "Tiruvannamalai" "8778393202" "Last Updated on: 24/05/2021 04:41 PM" 102 26 0 0 0 0 102 26 "2021-05-24"
"CHC - Sugasthala Hospital " "" "Tiruvannamalai" "9884094956" "Last Updated on: 24/05/2021 10:14 PM" 2 2 25 2 4 0 31 4 "2021-05-24"
"CCC - Thandrampattu" "Chengam main Road,Thandrampet,Thandrampet" "Tiruvannamalai" "9894352988" "Last Updated on: 24/05/2021 04:00 PM" 35 5 8 3 2 0 45 8 "2021-05-24"
"CCC - Thanipadi GH" "SALEM MAIN ROAD,THANIPADI,Thandrampet" "Tiruvannamalai" "7868092944" "Last Updated on: 24/05/2021 02:45 PM" 20 20 0 0 0 0 20 20 "2021-05-24"
"CCC - Vandavasi GH" "Melmaruvathur main Road,pin-604408,Vandavasi,Vandavasi" "Tiruvannamalai" "8883842853" "Last Updated on: 24/05/2021 05:40 PM" 0 0 30 30 0 0 30 30 "2021-05-24"
"CHC - Vembakkam GH" "ARNI PATTAI ROAD,VEMBAKKAM" "Tiruvannamalai" "9842779575" "Last Updated on: 24/05/2021 06:30 PM" 3 3 27 27 0 0 30 30 "2021-05-24"
"CCC - ACS CCC" "Poonamallee High Rd, ,Velappanchavadi, Chennai, Tamil Nadu 600077,Chennai, Tamil Nadu 600077,Tiruvallur" "Tiruvallur" "9940534388" "Last Updated on: 24/05/2021 05:06 PM" 0 0 0 0 0 0 0 0 "2021-05-24"
"CHC - ACS Medical College Hospital" "POONAMALLEE HIGH  ROAD, VELAPPANCHAVADI, CHENNAI-77,VELAPPANCHAVADI, CHENNAI-77,VELAPPANCHAVADI,Poonamallee" "Tiruvallur" "9840935121" "Last Updated on: 24/05/2021 04:07 PM" 293 266 20 0 12 0 325 266 "2021-05-24"
"CHO - Aakash Hospital" "393/1, T.H.Road ,Thiruvottiyur,Tiruvallur" "Tiruvallur" "8667687061" "Last Updated on: 24/05/2021 08:05 AM" 0 0 114 0 6 0 120 0 "2021-05-24"
"CHO - Apollo Hospital Vanagaram" "64, OFF PH ROAD, VANAGARAM TO AMBATTUR MAIN ROAD, NEAR SRIVAARU KALYANA MANDAPAM, AYANAMBAKKAM,AYANAMBAKKAM,Poonamallee" "Tiruvallur" "7824088829" "Last Updated on: 24/05/2021 04:28 PM" 0 0 125 0 25 0 150 0 "2021-05-24"
" CCC - Athimanjeripet UGPHC Iccc" "" "Tiruvallur" "8778391167" "Last Updated on: 24/05/2021 05:07 PM" 11 0 4 0 0 0 15 0 "2021-05-24"
"CHC - Avadi GH" "Bus Stop, Ramarathna Theatre, ,New Military Rd, Thirumalai Rajapuram, , Avadi, Tamil Nadu 600054,Tiruvallur" "Tiruvallur" "8220719810" "Last Updated on: 24/05/2021 04:10 PM" 0 0 25 2 0 0 25 2 "2021-05-24"
"CHC - Be Well Hospital, Poonnamallee " "186, TRUNK ROAD,POONAMALLEE,Poonamallee" "Tiruvallur" "7092937252" "Last Updated on: 24/05/2021 05:43 PM" 20 17 15 0 0 0 35 17 "2021-05-24"
"CCC - Beerakuppam" "CHITOOR ROAD,Tiruttani" "Tiruvallur" "9942202999" "Last Updated on: 24/05/2021 10:08 PM" 20 1 0 0 0 0 20 1 "2021-05-24"
" CCC - Budur" "" "Tiruvallur" "9841722227" "Last Updated on: 24/05/2021 10:06 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CHC - Chennai Health Foundation, Ambatur" " Vivekananda Nagar, Ambattur, Chennai, Tamil Nadu 600053,ambathur,Ponneri" "Tiruvallur" "7358748779" "Last Updated on: 24/05/2021 08:09 AM" 4 0 26 0 2 0 32 0 "2021-05-24"
"CCC - Cherian Mediville CCC" "Elavur village , Gummidipoondi, Gummidipoondi,Gummidipoondi" "Tiruvallur" "9444063630" "Last Updated on: 24/05/2021 04:37 PM" 300 211 0 0 0 0 300 211 "2021-05-24"
"CCC - DD CCC" "6, Jaya Nagar, Kunnavalam, , NH-205, Chennai Thiruttani Renigunta Highway, ,Thiruvallur, Tamil Nadu 631203,Tiruvallur" "Tiruvallur" "9444063630" "Last Updated on: 24/05/2021 04:38 PM" 0 0 0 0 0 0 0 0 "2021-05-24"
"CCC - Dr.Ambedkar law college pattaraiperumbudhur" "Narayanapuram Pattaraiperumpudhur, ,Thiruvallur 631210,Thiruvallur ,Tiruvallur" "Tiruvallur" "9444848668" "Last Updated on: 24/05/2021 06:45 PM" 720 239 0 0 0 0 720 239 "2021-05-24"
" CCC - Eguvarpalayam" "" "Tiruvallur" "9600119299" "Last Updated on: 24/05/2021 10:04 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CCC - IPH Poonamallee" "Amman Koil St, ,Poonamallee, Chennai, Tamil Nadu 600056,Poonamallee, Chennai, Tamil Nadu 600056,Tiruvallur" "Tiruvallur" "9791494414" "Last Updated on: 24/05/2021 08:05 AM" 0 0 0 0 0 0 0 0 "2021-05-24"
" CCC - Katchur" "" "Tiruvallur" "8807249931" "Last Updated on: 24/05/2021 09:58 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
" CCC - Kollumedu" "" "Tiruvallur" "9445575448" "Last Updated on: 24/05/2021 10:10 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CHO - MMRV Hospital, Azhinjivakkam" "1/204 B, GNT Road, Ponneri Taluk, Chennai - 600067, Tamilnadu, India.,Azhijivakkam,Ponneri" "Tiruvallur" "97893643439042610290" "Last Updated on: 24/05/2021 08:48 AM" 5 4 10 2 0 0 15 6 "2021-05-24"
"CHO - Mehta Hospital" "No.50, Poonamallee High Rd, Velappanchavadi, Thiruverkadu, Chennai, Tamil Nadu 600077,Poonamallee" "Tiruvallur" "984008044997909381238754533909" "Last Updated on: 24/05/2021 04:25 PM" 10 0 74 0 18 0 102 0 "2021-05-24"
" CCC - Minjur UGPHC Iccc" "" "Tiruvallur" "9894294106" "Last Updated on: 24/05/2021 04:43 PM" 20 20 0 0 0 0 20 20 "2021-05-24"
"CHO - NMCH -Tiruvallur" "J.N.ROAD,THIRUVALLUR,THIRUVALLUR,Tiruvallur" "Tiruvallur" "44276660770442685213" "Last Updated on: 24/05/2021 04:17 PM" 50 28 130 0 90 0 270 28 "2021-05-24"
" CCC - Naravarikuppam" "" "Tiruvallur" "9840430277" "Last Updated on: 24/05/2021 08:22 PM" 0 0 0 0 0 0 0 0 "2021-05-24"
" CCC - Nemam" "" "Tiruvallur" "9791494414" "Last Updated on: 24/05/2021 09:54 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CHC - PANIMALAR CHC" "NASARTHPET,Poonamallee" "Tiruvallur" "8220859921" "Last Updated on: 24/05/2021 09:40 PM" 0 0 40 10 0 0 40 10 "2021-05-24"
"CCC - Panimalar Medical College" "Varadharajapuram,, Poonamallee,, Chennai, Tamil Nadu 600123" "Tiruvallur" "9443431757" "Last Updated on: 24/05/2021 08:06 AM" 0 0 0 0 0 0 0 0 "2021-05-24"
"CHO - Panimalar Medical College Hospital & Research Institute" "VARADHARAJAPURAM,POONAMALLEE,CHENNAI,Tiruvallur" "Tiruvallur" "9626974499" "Last Updated on: 24/05/2021 09:42 AM" 60 0 40 0 10 0 110 0 "2021-05-24"
"CHC - Peacock Hospitals Pvt Ltd, Tiruttani" "5, Arakkonam Rd, JJ Nagar, Steward Pet, Thiruttani, Tamil Nadu 631209,Thiruthani,Tiruttani" "Tiruvallur" "98842464979445391053" "Last Updated on: 24/05/2021 03:55 PM" 8 0 29 0 13 0 50 0 "2021-05-24"
" CCC - Perambakkam UGPHC Iccc" "" "Tiruvallur" "9444063630" "Last Updated on: 24/05/2021 06:19 PM" 20 13 0 0 0 0 20 13 "2021-05-24"
" CCC - Periyapalayam UGPHC Iccc" "" "Tiruvallur" "9894294106" "Last Updated on: 24/05/2021 04:41 PM" 12 0 0 0 0 0 12 0 "2021-05-24"
"CHC - Ponneri GH" "Rail way Station Road ,    , Ponneri ,  Pincode -601204" "Tiruvallur" "8754466905" "Last Updated on: 24/05/2021 05:54 PM" 0 0 49 10 1 0 50 10 "2021-05-24"
" CCC - R.K.Pet" "" "Tiruvallur" "9884101071" "Last Updated on: 24/05/2021 09:59 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
" CHC - RIMS Hospitals, Redhills" "4/833, GNT Road, Padiyanallur,Redhills, Chennai - 600 052,Ponneri" "Tiruvallur" "9500014704950014704" "Last Updated on: 24/05/2021 09:24 AM" 0 0 49 4 5 0 54 4 "2021-05-24"
"CHC - Raj Nursing Home Mogappair East" "1/234, MMDA, JJ NAGAR, MOGAPPAIR EAST, CHENNAI 37,Ambattur" "Tiruvallur" "9884026471" "Last Updated on: 24/05/2021 06:54 PM" 0 0 26 0 4 0 30 0 "2021-05-24"
"CHC - Ravina Health Care Pvt Ltd" "VOC Nagar Main Road, No:99, Poonamallee High Rd, Maduravoyal, Chennai, Tamil Nadu 600095,Maduravoyal,Maduravoyal" "Tiruvallur" "9551490009" "Last Updated on: 24/05/2021 03:24 PM" 16 6 30 6 8 0 54 12 "2021-05-24"
"CHC - SKS HOSPITAL" "959, TVS Ave Main Rd, TVS Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101,Avadi" "Tiruvallur" "9841091403 (8am - 11:55 pm)" "Last Updated on: 24/05/2021 09:22 AM" 0 0 12 3 3 0 15 3 "2021-05-24"
"CCC - Siddha CCC  (DD Campus)" "THIRUVALLUR,THIRUVALLUR" "Tiruvallur" "9894294106" "Last Updated on: 24/05/2021 04:39 PM" 0 0 0 0 0 0 0 0 "2021-05-24"
"CHO - Sir Ivan Stedeford Hospital" "MTH Road,Ambattur,Avadi" "Tiruvallur" "73050177679489136071" "Last Updated on: 24/05/2021 04:16 PM" 12 9 17 1 0 0 29 10 "2021-05-24"
"CHC - Sri Lalithambigai Hospital" "Adayalampattu, ,Maduravoyal service road, (Before KG signature city),Poonamallee" "Tiruvallur" "9884347222 (8.00 AM to 4.00 PM)" "Last Updated on: 24/05/2021 08:30 PM" 154 154 10 10 1 0 165 164 "2021-05-24"
"CHC - Sri Ramachandra Medical College Hospital" " No.1, Ramachandra Nagar, Porur, Chennai, Tamil Nadu 600116,Poonamallee" "Tiruvallur" "98848493769994907102" "Last Updated on: 24/05/2021 04:27 PM" 30 29 230 0 40 0 300 29 "2021-05-24"
"CHC - Sri Sundharsanam Hospital ,Avadi" "No:6, pc2-1,TNHB Road,Avadi,Avadi" "Tiruvallur" "8754265555" "Last Updated on: 24/05/2021 04:34 PM" 6 6 15 0 4 0 25 6 "2021-05-24"
"CCC - St Peter's College" "Avadi, Tamil Nadu 600054,Avadi, Tamil Nadu 600054" "Tiruvallur" "7448451231" "Last Updated on: 24/05/2021 03:03 PM" 200 61 0 0 0 0 200 61 "2021-05-24"
"CHO - Sugam Hospital" "349, T H Road, Thiruvottiyur,Chennai-19,Tiruvallur" "Tiruvallur" "9551979777" "Last Updated on: 24/05/2021 06:46 PM" 10 0 39 0 2 0 51 0 "2021-05-24"
" CHO - Suman hospital" "" "Tiruvallur" "6381554732" "Last Updated on: 24/05/2021 09:43 AM" 0 0 20 0 10 0 30 0 "2021-05-24"
" CCC - Thiruvelangadu" "" "Tiruvallur" "9843524067" "Last Updated on: 24/05/2021 10:02 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CHC - Tiruttani GH" "GOVERNMENT TALUK HOSPITAL, ,ARUMUGASAMY KOIL STREET, , TIRUTTANI.   PIN CODE: 631 209." "Tiruvallur" "9444029297" "Last Updated on: 24/05/2021 07:41 PM" 26 0 30 0 4 0 60 0 "2021-05-24"
"CHC - Uthukottai GH" "GOVERNMENT TALUK HOSPITAL ,Uthukottai.  Pincode -602026,Uthukottai" "Tiruvallur" "04427630202" "Last Updated on: 24/05/2021 05:25 PM" 0 0 5 0 0 0 5 0 "2021-05-24"
" CCC - Valliyur" "" "Tiruvallur" "9600607870" "Last Updated on: 24/05/2021 10:00 AM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CCC - Vel tech college" "No.42, Avadi-Vel Tech Road, ,Poonamallee - Avadi High Rd, Vel Nagar,Chennai, Tamil Nadu 600062" "Tiruvallur" "7448451231" "Last Updated on: 24/05/2021 06:17 PM" 300 158 0 0 0 0 300 158 "2021-05-24"
" CCC - AKARAM HOSPITAL" "NO.4,R.V.E LAY-OUT MAI ROAD, Palladam Main Rd, opp. to KAMATCHI AMMAN KOVIL, EXTN, Thennampalayam, Tiruppur,Tiruppur South" "Tiruppur" "8778706827" "Last Updated on: 24/05/2021 10:05 AM" 4 0 4 0 2 0 10 0 "2021-05-24"
" CHC - Akaram Hospital, Thennampalayam Extension" "" "Tiruppur" "9994994944" "Last Updated on: 24/05/2021 03:10 PM" 4 0 4 0 2 0 10 0 "2021-05-24"
" CHC - Aresta Medical Center" "141 kamaraj road Palladam main Road,Tiruppur North" "Tiruppur" "9344907949" "Last Updated on: 24/05/2021 05:10 PM" 0 0 41 0 19 0 60 0 "2021-05-24"
" CHO - Ashwath Hospital, Vellakovil" "339A,KPC Nagar ,Vellakovil,Kangeyam" "Tiruppur" "9976249178 (8 am to 2pm)" "Last Updated on: 24/05/2021 05:02 PM" 7 0 0 0 0 0 7 0 "2021-05-24"
"CHC - Avinashi GH" "Govt Hospital,Avinashi,Avinashi" "Tiruppur" "9843093394" "Last Updated on: 24/05/2021 05:23 PM" 13 0 22 0 0 0 35 0 "2021-05-24"
"CHC - Bala Ortho Hospital" "704, pkmr nagar , opposite to goverment hospital , near bharat petrol punk , tirupur 641604,Tiruppur South" "Tiruppur" "8610346364" "Last Updated on: 24/05/2021 05:50 PM" 20 0 30 0 5 0 55 0 "2021-05-24"
"CCC - CHIKKANNA COLL OF ARTS AND SCIENCE" "COLLEGE ROAD,CHANDRAKAR,Tiruppur South" "Tiruppur" "90037330129842179624" "Last Updated on: 24/05/2021 05:03 PM" 140 39 0 0 0 0 140 39 "2021-05-24"
"CHC - CNS HOSPITALS, ANAIPUDUR, PALANGARAI, AVINASHI, TIRUPUR" "AVINASHI MAIN ROAD,PALANGARAI,Avinashi" "Tiruppur" "7530055886" "Last Updated on: 24/05/2021 05:15 PM" 10 0 12 0 3 0 25 0 "2021-05-24"
" CHC - Chandar Nursing Home, Gandhi Nagar, Tirupur" "" "Tiruppur" "8825999018" "Last Updated on: 24/05/2021 10:41 AM" 3 0 22 0 5 0 30 0 "2021-05-24"
" CCC - Cheyur" "" "Tiruppur" "6369463608" "Last Updated on: 21/05/2021 01:40 PM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CHC - Dharapuram GH" "Govt Hospital,Katcheri street,Dharapuram" "Tiruppur" "9842325105" "Last Updated on: 24/05/2021 09:57 PM" 21 6 38 0 10 0 69 6 "2021-05-24"
" CCC - Erisinampatti" "" "Tiruppur" "7904336937" "Last Updated on: 24/05/2021 08:36 PM" 30 28 0 0 0 0 30 28 "2021-05-24"
"CCC - GOVT ARTS COLLEGE, UDUMALPET" "Eleyamathur Road,Bodipatti,Udumalpet" "Tiruppur" "90809202339842386892" "Last Updated on: 24/05/2021 08:41 PM" 100 30 0 0 0 0 100 30 "2021-05-24"
"CCC - GOVT. ARTS COLLEGE, PALLADAM" "Palladam,Palladam" "Tiruppur" "9677843626" "Last Updated on: 24/05/2021 04:14 PM" 70 20 0 0 0 0 70 20 "2021-05-24"
"CCC - GOVT. ITI DHARAPURAM" "DHARAPURAM,Dharapuram" "Tiruppur" "9788478222" "Last Updated on: 24/05/2021 04:26 PM" 10 2 40 0 0 0 50 2 "2021-05-24"
" CCC - Gudimangalam" "" "Tiruppur" "9790223004" "Last Updated on: 24/05/2021 04:03 PM" 30 27 0 0 0 0 30 27 "2021-05-24"
"CCC - Indian Hospital,Udumalpet Tiruppur TN." "NO 01 KATCHERI STREET COURT ROAD,SARAVANA LAYOUT,UDUMALPET,Udumalpet" "Tiruppur" "9487224756 (8.00 AM TO 4.00 PM)8667710383 (4.00 PM TO 8.00AM)" "Last Updated on: 24/05/2021 05:13 PM" 18 0 4 0 8 0 30 0 "2021-05-24"
"CCC - Jaivabhai school" "63, Rayapuram,Tiruppur South" "Tiruppur" "9003733012" "Last Updated on: 24/05/2021 04:00 PM" 100 33 0 0 0 0 100 33 "2021-05-24"
"CHC - Jallipatti GH" "Govt hospital road, ,Jallipatti,P.U.E.School,Madathukkulam" "Tiruppur" "9894671046" "Last Updated on: 24/05/2021 03:40 PM" 10 10 0 0 0 0 10 10 "2021-05-24"
"CHC - Kangeyam GH" "Bus stand opposite, Tiruppur Road, Kangayam. Tiruppur (Dt), Pin: 638701,Kangayam,Kangeyam" "Tiruppur" "9790067995" "Last Updated on: 24/05/2021 04:33 PM" 12 0 18 0 0 0 30 0 "2021-05-24"
"CHC - Karadivavi GH" "\"door no 5/84,karadivavi\",chettipalayam main road,karadivavi,Palladam" "Tiruppur" "9842238620 (upto 4 pm)" "Last Updated on: 24/05/2021 10:34 AM" 20 20 0 0 0 0 20 20 "2021-05-24"
"CHC - Kongu Heart Centre" "" "Tiruppur" "9629025780" "Last Updated on: 24/05/2021 10:13 AM" 17 0 30 0 9 0 56 0 "2021-05-24"
" CHC - Kongu Medical Center, Kangayam" "145,palayakottai road,kangeyam,Kangeyam" "Tiruppur" "7010249943 (9.00 am to 4.00 pm)" "Last Updated on: 24/05/2021 04:49 PM" 19 0 4 0 1 0 24 0 "2021-05-24"
" CCC - Kumaralingam" "" "Tiruppur" "9842572279" "Last Updated on: 21/05/2021 01:43 PM" 30 30 0 0 0 0 30 30 "2021-05-24"
"CCC - Kumaran College For Women CCC, Tiruppur" "Mangalam Road, ,S.R.Nagar,Tiruppur South" "Tiruppur" "9884320106 (8.00 AM TO 4.00 PM)9994184328" "Last Updated on: 24/05/2021 05:01 PM" 38 3 0 0 0 0 38 3 "2021-05-24"
" CCC - Kunnathur" "" "Tiruppur" "8056674024" "Last Updated on: 24/05/2021 08:10 PM" 30 27 0 0 0 0 30 27 "2021-05-24"
"CHO - L.G. Medical Centre" "NO : 185/10 VM GARDENS,KANGEYAM ROAD,NALLUR,Tiruppur South" "Tiruppur" "8220830560 (9.00 AM TO 9.00 PM)" "Last Updated on: 24/05/2021 04:46 PM" 35 0 9 0 6 0 50 0 "2021-05-24"
"CCC - MAHARAJA ENGINEERING COLLEGE, AVINASHI" "Palankarai Village,Avinashi (TK), Coimbatore, Avinashi, Tamil Nadu 641654,Avinashi" "Tiruppur" "8122512339" "Last Updated on: 24/05/2021 04:05 PM" 250 168 0 0 0 0 250 168 "2021-05-24"
"CHC - Madathukulam GH" "Palani Road,Madathukulam,Tiruppur South" "Tiruppur" "9080650116" "Last Updated on: 24/05/2021 06:43 PM" 40 40 0 0 0 0 40 40 "2021-05-24"
"CHO - Malarpriya Hospital" "" "Tiruppur" "9626264800" "Last Updated on: 24/05/2021 08:05 PM" 15 2 10 2 5 0 30 4 "2021-05-24"
" CCC - Moolanur" "" "Tiruppur" "9443160225" "Last Updated on: 24/05/2021 03:30 PM" 30 26 0 0 0 0 30 26 "2021-05-24"
" CCC - Nathakadaiyur" "" "Tiruppur" "9443342012" "Last Updated on: 24/05/2021 04:57 PM" 20 18 0 0 0 0 20 18 "2021-05-24"
"CHO - OMS hospital" "NO.4/490 A, BHARATHI NAGAR, PALLADAM ROAD,TIRUPUR,TIRUPUR,Tiruppur South" "Tiruppur" "8586894306" "Last Updated on: 24/05/2021 11:54 AM" 55 7 11 0 9 0 75 7 "2021-05-24"
"CCC - PALANIAMMAL HR.SEC.SCHOOL" "53, Mariamman Koil Street, Noyyal,,Tiruppur South" "Tiruppur" "9884320106" "Last Updated on: 24/05/2021 04:04 PM" 100 100 0 0 0 0 100 100 "2021-05-24"
"CHC - Palladam GH" "MULLAI NAGAR,Trichi main road,Palladam,Palladam" "Tiruppur" "9843850604" "Last Updated on: 24/05/2021 04:34 PM" 5 0 35 0 0 0 40 0 "2021-05-24"
" CCC - Perumanallur" "" "Tiruppur" "9994063487" "Last Updated on: 21/05/2021 01:48 PM" 30 30 0 0 0 0 30 30 "2021-05-24"
" CCC - Pongalur" "" "Tiruppur" "9095199423" "Last Updated on: 21/05/2021 01:49 PM" 30 30 0 0 0 0 30 30 "2021-05-24"
" CCC - Ponnapuram" "" "Tiruppur" "9842963850" "Last Updated on: 24/05/2021 04:48 PM" 30 27 0 0 0 0 30 27 "2021-05-24"
"CHC - R.R. Medical Centre, Cheyur" "OPP POLICE STATION , RAJA STREET,CHEYUR,Avinashi" "Tiruppur" "9952287400" "Last Updated on: 24/05/2021 04:57 PM" 8 1 7 0 4 0 19 1 "2021-05-24"
" CHC - Rams Multi Speciality Centre, Avinashi Road" "" "Tiruppur" "9047890909" "Last Updated on: 24/05/2021 12:27 AM" 15 0 7 0 7 0 29 0 "2021-05-24"
" CHC - Rams Multispeciality Centre, Tirupur TN." "" "Tiruppur" "9442554456" "Last Updated on: 24/05/2021 05:16 PM" 16 0 7 0 7 0 30 0 "2021-05-24"
"CHC - Revathi Medical Centre, Tirupur TN." "No.10,  Kumar nagar west, Palayangadu, Tirupur - 642603,Tiruppur North" "Tiruppur" "8072570015" "Last Updated on: 24/05/2021 05:15 PM" 48 0 52 0 10 0 110 0 "2021-05-24"
" CHC - S V Clinic, Palladam" "" "Tiruppur" "8675049086" "Last Updated on: 24/05/2021 06:45 PM" 5 0 10 0 2 0 17 0 "2021-05-24"
"CHO - SREE SARAN MEDICAL CENTER" "POYAMPALAYAM PIRIVU,P.N ROAD, , POYAMPALAYAM, P.N ROAD, ,Tiruppur North" "Tiruppur" "7708922333 (9.00 AM to 8.00 PM)" "Last Updated on: 24/05/2021 04:16 PM" 5 0 32 0 3 0 40 0 "2021-05-24"
" CCC - ST JOSEPH COLL SIDDHA CCC" "Kangeyam Road,Sathyamurthy Nagar,Tiruppur South" "Tiruppur" "9962099978" "Last Updated on: 24/05/2021 11:43 AM" 130 26 0 0 0 0 130 26 "2021-05-24"
"CHC - Sakthi Nursing home" "COTTON MILL ROAD,NEAR NEW BUS STAND,TIRUPPUR,Tiruppur North" "Tiruppur" "8754629865" "Last Updated on: 24/05/2021 11:32 AM" 15 0 27 0 3 0 45 0 "2021-05-24"
"CHC - Saravana medical center" "204 Palayakottai road,Kangayem,Kangayem,Kangeyam" "Tiruppur" "9842029162" "Last Updated on: 24/05/2021 05:14 PM" 15 0 5 0 5 0 25 0 "2021-05-24"
" CCC - Semmipalayam" "" "Tiruppur" "9962549100" "Last Updated on: 21/05/2021 01:52 PM" 30 30 0 0 0 0 30 30 "2021-05-24"
" CHC - Sowmiya Hospital, Perumanallur" "" "Tiruppur" "9500855544" "Last Updated on: 24/05/2021 03:15 PM" 6 0 6 0 0 0 12 0 "2021-05-24"
" CCC - Sowmiya Hospital, Perumanallur Tiruppur TN." "Sowmiya Hospital,Avinashi" "Tiruppur" "9952710425 (10.30 am to 10.00 pm)" "Last Updated on: 23/05/2021 11:31 AM" 7 2 0 0 5 0 12 2 "2021-05-24"
"CHC - Sri Karunambikai Hospital, Avinashi" "12/57 cheyur road Avinashi ,Opposite to GH,Avinashi" "Tiruppur" "9940898374" "Last Updated on: 24/05/2021 06:47 PM" 5 1 5 0 0 0 10 1 "2021-05-24"
"CHC - Sri Kumaran Hospital, Tirupur TN." "774, P.N.Road,Near New Bus Stand,Tiruppur,Tiruppur North" "Tiruppur" "9842399300 (7AM - 9PM)9842296300" "Last Updated on: 24/05/2021 06:29 PM" 66 0 84 0 10 0 160 0 "2021-05-24"
" CHC - Sri Kuppusamy Hospital, Vellakovil" "" "Tiruppur" "9894967474" "Last Updated on: 24/05/2021 03:20 PM" 4 0 3 0 3 0 10 0 "2021-05-24"
" CCC - Sri kuppusamy hospital Tiruppur TN." "" "Tiruppur" "9894967474" "Last Updated on: 24/05/2021 03:02 PM" 4 0 3 0 3 0 0 0 "2021-05-24"
" CHC - T.M.F Hospital, Sabapathipuram, Tirupur" "" "Tiruppur" "7845423671" "Last Updated on: 24/05/2021 05:28 PM" 2 0 32 0 6 0 40 0 "2021-05-24"
"CCC - TIRUPPUR SEVA SAMITI" "COLLEGE ROAD,TIRUPPUR,Tiruppur,Tiruppur South" "Tiruppur" "90037330129047312277" "Last Updated on: 24/05/2021 03:58 PM" 60 26 0 0 0 0 60 26 "2021-05-24"
" CCC - Thayampalayam" "" "Tiruppur" "9442221200" "Last Updated on: 24/05/2021 12:19 AM" 20 2 0 0 0 0 20 2 "2021-05-24"
"CHO - Tiruppur MCH" "Govt Head Quarters Hospital,DHARAPURAM MAIN ROAD,Tiruppur,Tiruppur South" "Tiruppur" "9148561239 (8 to 5)" "Last Updated on: 23/05/2021 05:36 PM" 129 0 170 0 26 0 325 0 "2021-05-24"
"CHO - Tirupur Chest Hospital, Kumar Nagar" "28/96, J.G NAGAR,60 FEET MAIN ROAD,TIRUPUR, 641603,28/96, J.G NAGAR,60 FEET MAIN ROAD,TIRUPUR, 641603,KUMAR NAGAR,Tiruppur North" "Tiruppur" "9629366031" "Last Updated on: 24/05/2021 05:55 PM" 15 0 11 0 4 0 30 0 "2021-05-24"
